state_id,dataset,family,seed,task_id,difficulty,ambiguity,drift,retention_pressure,cost_pressure,specialization_need,action,accuracy,retention,stability,cost,cost_good,specialization,future_forgetting,goal,goal_label,score
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,RC2O_static,0.995,0.999,0.9837635547948866,0.4671910043078755,0.6106741630767704,0.4818124878699457,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.7503131983139044
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,accuracy_specialist,0.995,0.9505884172439859,0.8987635547948867,0.5271910043078756,0.5606741630767703,0.42181248786994563,0.049411582756014094,Goal_A_accuracy,Goal A: maximize accuracy,1.714460302624901
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,retention_guard,0.9193295160941299,0.999,0.9737635547948866,0.5171910043078756,0.5690074964101037,0.4168124878699457,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.6435584267649004
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,cost_saver,0.8843295160941299,0.9549178704802973,0.8773556970779381,0.24479581001628392,0.7960034916530967,0.37181248786994564,0.045082129519702696,Goal_A_accuracy,Goal A: maximize accuracy,1.5925263152517317
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,drift_stabilizer,0.92932951609413,0.999,0.999,0.5121910043078756,0.5731741630767704,0.42681248786994563,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.661260560212334
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,specialization_promoter,0.9627980879566598,0.9814922171116833,0.9387635547948867,0.5221910043078756,0.5648408297434371,0.628097833380965,0.01850778288831667,Goal_A_accuracy,Goal A: maximize accuracy,1.7089790637554187
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,replay_boost,0.9093295160941299,0.999,0.999,0.5821910043078755,0.514840829743437,0.43681248786994564,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.6314272268790007
SplitMNIST_seed0_task1,SplitMNIST,digits,0,1,0.1156408304387371,0.13874287450119005,0.07039288584742817,0.1967933289232454,0.27993992864489575,0.302377879258495,fallback_audit,0.8870166994853552,0.999,0.999,0.5021910043078756,0.5815074964101037,0.40181248786994567,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.6067028727846988
SplitFashionMNIST_seed0_task1,SplitFashionMNIST,fashion,0,1,0.3807521821563378,0.46717666120450047,0.1808695683462322,0.4199432028836281,0.3864781342229844,0.6399003384425044,RC2O_static,0.9155642743355761,0.999,0.9628944380745459,0.5601092169629893,0.5332423191975089,0.6280356253769535,0.0010000000000000009,Goal_A_accuracy,Goal A: maximize accuracy,1.6547673030880983
SplitFashionMNIST_seed0_task1,SplitFashionMNIST,fashion,0,1,0.3807521821563378,0.46717666120450047,0.1808695683462322,0.4199432028836281,0.3864781342229844,0.6399003384425044,accuracy_specialist,0.9819468829686514,0.9259817695294856,0.8778944380745458,0.6201092169629893,0.48324231919750893,0.5680356253769535,0.07401823047051437,Goal_A_accuracy,Goal A: maximize accuracy,1.6957410062618137
