state_id,dataset,family,seed,task_id,difficulty,ambiguity,drift,retention_pressure,cost_pressure,specialization_need,action,accuracy,retention,stability,cost,cost_good,specialization,future_forgetting,goal,goal_label,score,policy
PermutedMNIST_seed0_task1,PermutedMNIST,digits,0,1,0.30620350844740607,0.21106340804060866,0.5252767818175056,0.5003298580041625,0.39079667592747497,0.44182189438722463,accuracy_specialist,0.995,0.9134847923228702,0.8388525136128411,0.6003902465456057,0.4996747945453286,0.4697615801731031,0.08651520767712984,Goal_A_accuracy,Goal A: maximize accuracy,1.6948927125944868,goal_adaptive_FB_controller
PermutedMNIST_seed0_task2,PermutedMNIST,digits,0,2,0.3142711755917313,0.2868605979484679,0.612701949171781,0.5330519641142752,0.5065051799223501,0.48096093558145175,accuracy_specialist,0.9671149803710196,0.9162419637924096,0.8227370768907484,0.6058612183764018,0.4951156513529984,0.49304106391744373,0.08375803620759037,Goal_A_accuracy,Goal A: maximize accuracy,1.6601804494725334,goal_adaptive_FB_controller
PermutedMNIST_seed0_task3,PermutedMNIST,digits,0,3,0.3234725104655376,0.24981202616291312,0.640758142906764,0.5314057959696514,0.5444085068720945,0.47794208042103453,accuracy_specialist,0.9753112404998474,0.9067154059147613,0.8100028388638326,0.6261546567309806,0.47820445272418277,0.4993531909431217,0.0932845940852387,Goal_A_accuracy,Goal A: maximize accuracy,1.6650740922998049,goal_adaptive_FB_controller
PermutedMNIST_seed0_task4,PermutedMNIST,digits,0,4,0.32282837326154157,0.20964190399331073,0.6424089713039788,0.532052816126734,0.5340252447673753,0.36541191909343096,accuracy_specialist,0.9926634983616838,0.9209652881819324,0.8185946581879775,0.6346929571535933,0.4710892023720056,0.4469009909000141,0.07903471181806765,Goal_A_accuracy,Goal A: maximize accuracy,1.6856589130529864,goal_adaptive_FB_controller
PermutedMNIST_seed0_task5,PermutedMNIST,digits,0,5,0.35678682835845554,0.23502761334811392,0.7131178362041983,0.5830930474536621,0.5943984447707402,0.41900179837778556,accuracy_specialist,0.963374937859439,0.9072830511276395,0.8024511472129544,0.6246071405760739,0.47949404951993835,0.47755890764051356,0.09271694887236048,Goal_A_accuracy,Goal A: maximize accuracy,1.647112402904197,goal_adaptive_FB_controller
PermutedMNIST_seed1_task1,PermutedMNIST,digits,1,1,0.3210417234032721,0.2513543414975021,0.5150454782616497,0.4946254982190633,0.3762536837102827,0.44703333662785005,accuracy_specialist,0.9799929188800038,0.9155840663623087,0.8378739470294515,0.5990624998693921,0.5007812501088399,0.48694097264415936,0.08441593363769129,Goal_A_accuracy,Goal A: maximize accuracy,1.6783404795202996,goal_adaptive_FB_controller
PermutedMNIST_seed1_task2,PermutedMNIST,digits,1,2,0.31306995848012326,0.2647169260343134,0.5039710459105972,0.5009038266173627,0.4969106352354117,0.5139940208212204,accuracy_specialist,0.9886477281683267,0.9100066444047272,0.8377023719195442,0.61683210903356,0.48597324247203333,0.5009401444560444,0.08999335559527277,Goal_A_accuracy,Goal A: maximize accuracy,1.6876580157923295,goal_adaptive_FB_controller
PermutedMNIST_seed1_task3,PermutedMNIST,digits,1,3,0.3463406319390595,0.23080609365980087,0.5907726257952066,0.5327731515677512,0.4725150457372488,0.4709169165108234,accuracy_specialist,0.9769909639909713,0.9045939881329709,0.8272829788931253,0.6266987274163613,0.4777510604863655,0.48069380061605094,0.09540601186702913,Goal_A_accuracy,Goal A: maximize accuracy,1.6673241349661674,goal_adaptive_FB_controller
PermutedMNIST_seed1_task4,PermutedMNIST,digits,1,4,0.34234954901552295,0.2300218736109157,0.6576161305897169,0.5786080759254457,0.5343438022162803,0.48260954030143677,accuracy_specialist,0.9750545629086554,0.9065481112933962,0.8132883214676533,0.616130411373174,0.48655799052235493,0.4715003501433431,0.09345188870660381,Goal_A_accuracy,Goal A: maximize accuracy,1.6632543137458862,goal_adaptive_FB_controller
PermutedMNIST_seed1_task5,PermutedMNIST,digits,1,5,0.3209297170788323,0.2917281388036251,0.654555480115323,0.5521461113558415,0.5843251734683311,0.480321285346126,accuracy_specialist,0.9801413913490679,0.8961199380704181,0.814747440007164,0.633826290639421,0.4718114244671492,0.48738568524663284,0.10388006192958188,Goal_A_accuracy,Goal A: maximize accuracy,1.6669772335425348,goal_adaptive_FB_controller
PermutedMNIST_seed2_task1,PermutedMNIST,digits,2,1,0.35564727080584174,0.2700683468630563,0.5196930200663868,0.5310528670180544,0.4328877374827303,0.4748950457832441,accuracy_specialist,0.9822459157038073,0.9090356431753206,0.8324373807165292,0.6142890216115263,0.4880924819903947,0.4876860149039456,0.0909643568246794,Goal_A_accuracy,Goal A: maximize accuracy,1.6775097622205024,goal_adaptive_FB_controller
PermutedMNIST_seed2_task2,PermutedMNIST,digits,2,2,0.2930926218820866,0.26513863182659847,0.538288909866798,0.47181237922283215,0.42558731343906153,0.46164923669534397,accuracy_specialist,0.9818281080344483,0.91487971169541,0.8377441390542116,0.5961924985546443,0.5031729178711297,0.48362724271951263,0.08512028830458995,Goal_A_accuracy,Goal A: maximize accuracy,1.680346699884109,goal_adaptive_FB_controller
PermutedMNIST_seed2_task3,PermutedMNIST,digits,2,3,0.3603518485788121,0.25801184558844326,0.5608335648905618,0.5697349258848045,0.5285975825049662,0.4010021556687567,accuracy_specialist,0.9705025414393363,0.9011444957200451,0.8351997663201252,0.621196479207064,0.4823362673274466,0.47132770474715147,0.09885550427995493,Goal_A_accuracy,Goal A: maximize accuracy,1.6590606628846603,goal_adaptive_FB_controller
PermutedMNIST_seed2_task4,PermutedMNIST,digits,2,4,0.3381023515310466,0.20095131843887665,0.6350835055932001,0.5750952786046599,0.5526345683387371,0.5301728148520302,accuracy_specialist,0.9588109180783455,0.912407109577005,0.8334371810381149,0.6261821483275984,0.47818154306033456,0.5102010604564315,0.087592890422995,Goal_A_accuracy,Goal A: maximize accuracy,1.650469262499577,goal_adaptive_FB_controller
PermutedMNIST_seed2_task5,PermutedMNIST,digits,2,5,0.3313433139057956,0.23689558228135443,0.7452047422217002,0.6080564239666443,0.5906853038024131,0.43953071997894394,accuracy_specialist,0.983153217821624,0.8982427663236304,0.7905385062260238,0.6427129682908533,0.46440585975762216,0.47000341278266944,0.10175723367636957,Goal_A_accuracy,Goal A: maximize accuracy,1.6654498081612295,goal_adaptive_FB_controller
PermutedMNIST_seed3_task1,PermutedMNIST,digits,3,1,0.33820233143031536,0.2809247648164643,0.47705112182143433,0.5320313038262525,0.39011132638679985,0.4431487645799913,accuracy_specialist,0.972725229367617,0.911571384341178,0.8398312206697176,0.6131466377886823,0.4890444685094314,0.4721854876345313,0.08842861565882199,Goal_A_accuracy,Goal A: maximize accuracy,1.6658970615096695,goal_adaptive_FB_controller
PermutedMNIST_seed3_task2,PermutedMNIST,digits,3,2,0.3163806725460198,0.2374960641389353,0.5385106474188486,0.48647631698650673,0.4999662612562959,0.4528345448482969,accuracy_specialist,0.9827978676019246,0.9146619075204709,0.8319060415303698,0.5971472800216573,0.5023772666486189,0.48049710912955956,0.08533809247952906,Goal_A_accuracy,Goal A: maximize accuracy,1.6802361551898968,goal_adaptive_FB_controller
